version	doi	noresp	month	day	age	q01	q02	q03	q04a	q04b	q04c	q04d	q04e	q04f	q04g	q04h	q04i	q05a	q05b	q05c	q05d	q05e	q05f	q05g	q05h	q05i	q06a	q06b	q06c	q06d	q06e	q06f	q06g	q06h	q07	q08	q08a	q08b	q08c	q08d	q08e	q08f	q08g	q09	q10a	q10b	q11	q12a	q12b	q12d1	q12d2	q12d3	q12d4	q12d5	q12d6	q13a	q13b	q14a	q14b	q15a	q15b	q15c	q15d	q15e	q15f	q16a	q16b	q16c	q16d	q16e	q16f	q17a	q17b	q17c	q17d	q17e	q17f	q18	q21	q22a	q22b	q22c	q22d	f1	f2	f3	f4	f5	d02	d03	d04	d05	d06	d07a	d08	d09	d11	d14	d15	d16	d19	d20	c1	c2	c3	c4	gew	gew_roh	intnr	intsex
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	996	10	26	7	2	2	1	5	5	3	3	4	3	4	4	4	2	3	3	3	2	3	4	4	4	2	2	1	2	2	1	1	2	3	5	2	4	4	3	2	1	3	3	1	2	3	4	2				1			4	4	4	4	3	6	5	1	2	1	2	5	5	1	3	1	3	5	6	1	3	2	5	3	5	1	2	3	3	4		4	1	1	2	1	2	7			12	3	1	5	2	1	2	2			1	0.6095814131710061	0.5748	54	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	997	11	28	6	4	3	77	5	1	5	1	77	2	1	5	4	1	1	5	2	1	1	5	5	5	88	1	1	1	1	1	1	2	1	1	2	1	1	5	88	88	1	4	5		4	4	1				1			4	1	5	3	77	9	8	1	1	1	1	10	5	6	2	1	5	7	7	6	77	77	5	2	5	1	1	3	4		1			2	1	2	2	7			5	1	1	1	2	4	1	2			3	0.6692669419345137	0.63108	63	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	998	11	12	5	3	3	2	5	3	4	3	4	2	3	3	3	2	3	3	2	2	4	4	3	5	3	3	2	3	1	1	2	3	2	5	3	5	3	2	1	1	3	3	5		3	4	2				1			1		3	3	3	5	3	1	3	1	3	6	3	66	3	1	3	5	6	1	3	2	5	3	5	5			3	4		3	3	2	2	1	2	2	1	2	14	4	1	5	2	2	4	2			1	0.6091041834634089	0.57435	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	999	10	26	6	2	2	2	5	5	2	3	5	4	4	3	4	3	3	2	4	4	4	3	3	3	4	3	1	3	3	1	2	4	4	2	5	1	2	4	1	3	1	77	1	1	3	4	1				1			4	1	5	4	7	5	2	5	5	4	7	4	2	4	5	4	5	7	9	4	6	5	5	1	5	1	1	2	2	4		2	2	2	2	2	1	7			6	2	1	5	2	3	1	2			1	0.3923888706911487	0.34485	54	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1000	11	7	6	3	3	3	5	3	2	3	4	2	2	4	3	2	3	3	3	2	4	4	4	4	2	3	2	3	2	1	1	3	2	3	3	1	4	4	2	3	1	2	5		3	4	1				1			1		4	4	5	3	5	2	3	3	5	5	5	2	4	2	5	6	7	2	77	77	5	2	5	5			3	4		3	3	1	1	1	1	7			9	2	1	5	2	1	2	2			3	1.202523417203785	1.13391	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1001	11	26	3	3	3	2	5	3	4	3	4	2	3	2	3	2	2	3	3	2	4	4	4	4	2	2	1	1	1	1	1	2	3	5	3	4	4	2	2	1	1	2	5		3	4	2	1	1	1				4	2	5	5	3	7	6	2	5	1	4	8	6	2	4	2	3	5	7	1	4	1	5	2	1		2	2	2	4		3	1	2	1	1	2	1	8	2	77	4	1	5	2	1	5	2			1	1.0286315168599265	0.96994	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1002	11	13	7	2	2	3	5	4	1	5	5	4	3	4	3	3	3	2	4	3	5	2	2	3	2	3	2	4	2	1	1	3	4	1	4	2	2	5	1	3	1	2	1	1	2	4	1			1				4	1	4	4	8	4	3	3	3	3	8	5	2	66	4	5	5	7	8	3	6	4	5	2	5	1	1	2	2	2		2	3	1	1	1	1	7			8	2	1	5	2	2	2	2			1	1.6926489320108695	1.59607	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1003	11	1	7	3	2	3	5	1	4	77	2	1	1	1	88	1	3	5	4	2	2	5	3	4	3	2	1	2	3	1	2	1	1	4	3	88	4	4	2	2	2	3	77		3	4	2				1			4	2	4	5	4	5	3	2	2	88	5	9	4	5	7	88	3	5	8	5	5	88	5	88	1		2	2	4					2	1	2	2	7			5	5	1	1	2	1	1	2			3	0.698505215353311	0.65865	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1004	11	8	4	1	1	1	5	5	2	4	4	3	3	3	4	2	3	3	3	3	5	2	3	4	3	3	1	3	2	2	2	2	4	4	3	3	4	3	2	1	2	2	1	2	2	4	2	1	1	1				4	2	5	5	4	8	4	3	7	2	4	8	5	3	6	3	3	5	7	1	4	2	5	1	1		2	2	2	4		4	2	2	3	1	1	1	1	2	20	3	1	1	2	5	4	1	2	1		0.8291919195026901	0.78188	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1005	11	17	6	3	4	2	5	1	5	1	1	1	1	1	5	1	1	5	1	1	1	5	5	5	4	2	1	1	3	1	2	4	1	3	4	1	2	2	3	2	4	2	77		3	4	2				1			4	3	3	5	5	7	6	5	2	1	5	10	4	1	2	1	4	5	7	5	5	88	5	88	5	5			4					2	1	1	2	7			8	5	1	5	2	1	3	1	1	1		1.258931968641791	1.1871	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1006	11	13	4	2	2	2	5	4	3	4	4	3	4	4	4	2	3	2	4	2	4	3	3	4	3	3	1	3	2	1	2	3	3	4	2	4	4	3	1	1	3	3	5		2	4	2				1			4	4	4	4	3	7	6	2	4	2	5	7	6	2	5	2	3	6	7	2	4	2	5	2	5	5			3	4		3	2	1	2	1	2	1	1	2	77	3	1	5	2	1	3	1	1	1		0.47857655588322884	0.45127	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1007	11	8	5	2	1	2	5	4	2	4	4	4	4	3	4	2	3	3	3	2	3	4	3	4	2	3	1	2	2	1	1	2	3	2	3	3	4	4	2	4	2	2	5		3	4	77		1					4	77	5	4	5	7	4	3	6	7	4	6	5	4	7	7	4	5	7	4	6	5	5	1	5	5			3	4		3	3	1	2	1	2	1	5	2	20	2	1	5	2	2	2	2			2	0.3923888706911487	0.23103	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1008	10	26	6	3	3	3	5	2	4	1	77	5	1	88	5	1	1	5	1	1	2	5	2	5	3	2	1	1	3	1	1	2	88	2	2	3	2	2	77	1	3	4	1	2	3	4	2		1					2		5	5	5	7	5	0	88	88	3	9	5	3	5	88	4	6	7	5	88	88	5	2	1		2	2	2	4		4	2	2	1	1	2	1	8	2	77	4	1	5	2	1	3	1	2	2		0.9284450935783242	0.87547	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1009	11	27	3	1	1	1	5	4	1	4	5	4	5	5	4	3	3	2	3	4	5	1	2	3	4	4	1	4	4	1	1	4	3	4	3	4	3	1	1	1	1	3	1	5	2	4	5	1	1	1				4	8	5	5	5	5	0	4	8	2	6	6	0	4	8	2	4	6	7	2	6	2	5	1	1		5	1	1	4		3	3	2	3	1	2	1	6	2	20	1	1	1	2	4	3	2			2	1.1733911948311206	1.10644	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1010	11	13	5	3	3	2	5	3	3	3	5	3	2	4	3	2	3	1	4	2	5	4	3	3	3	3	1	3	2	1	2	3	2	2	4	2	2	3	2	3	2	2	5		2	4	1			1				1		4	4	6	3	3	4	4	4	6	4	3	3	5	3	5	7	9	3	6	88	5	2	5	5			2	2		2	3	2	2	1	1	2	1	4	15	1	1	1	2	5	2	2			1	0.3923888706911487	0.36345	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1011	11	19	5	3	3	1	5	2	5	4	2	5	4	4	5	1	1	4	4	1	2	5	4	5	4	2	1	1	3	1	1	4	1	3	5	5	1	4	1	2	2	2	5		2	4	3				1			4	1	5	5	4	4	5	5	2	77	2	7	4	1	4	77	3	7	10	2	5	77	5	4	5	1	1	3	1	1	1	77	1	2	1	1	1	2	3	1	77	3	1	5	2	1	4	2			1	1.5672965954819673	1.47787	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1012	11	8	7	3	3	3	5	4	3	3	5	3	3	5	4	1	3	1	3	4	4	2	2	3	2	3	2	3	2	1	1	3	3	2	4	2	2	4	1	4	1	2	1	1	2	4	1				1			4	1	5	5	8	4	2	4	5	3	7	5	2	5	5	3	5	6	8	3	6	4	5	2	1		1	2	3	4		3	3	2	1	2	2	7			5	4	1	1	2	3	1	2			1	0.8866397711927969	0.83605	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1013	11	19	7	2	2	1	5	2	4	1	77	5	4	5	88	1	1	88	2	1	1	5	4	5	4	4	1	1	3	1	1	3	1	5	2	5	4	2	4	1	4	4	1	2	3	4	2				1			4	2	5	5	1	7	3	1	7	1	1	10	3	1	7	1	2	5	10	2	7	1	5	1	1		2	2	1	2		4	2	2	1	1	2	7			19	1	1	5	2	5	2	2			3	0.9488599199588772	0.89472	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1014	11	13	6	3	3	2	5	2	3	2	4	3	3	3	2	2	3	3	3	2	5	4	3	4	2	3	1	3	1	1	1	3	2	3	4	4	3	3	1	3	2	2	5		2	4	1			1				1		4	4	6	3	2	4	4	3	8	5	2	4	5	4	5	7	9	2	6	3	5	2	5	5			3	4		2	3	2	1	1	2	7			77	3	1	5	2	3	2	2			1	0.9293359223658393	0.87631	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1015	11	8	3	1	1	2	5	5	2	4	5	4	4	5	4	2	3	2	3	3	5	3	4	4	2	3	1	3	2	1	1	2	3	2	4	2	2	4	1	3	2	2	1	1	2	4	1	1	1	1				4	1	5	5	9	5	4	4	5	2	7	5	4	4	4	3	5	6	7	2	6	3	5	1	1		1	2	2	2		3	3	1	2	1	1	1	4	3	15	3	1	5	2	1	4	2			2	0.7589649167535877	0.71566	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1016	11	29	5	4	4	5	5	1	4	5	88	1	1	5	88	4	88	88	5	3	5	4	2	2	4	4	2	4	3	2	4	4	4	1	5	1	1	2	88	88	1	88	5		3	4	1				1			1		5	3	9	5	1	9	88	88	5	5	1	8	5	88	2	77	9	8	77	77	5	1	5	1	1	3	4		1			2	1	2	2	3	2	2	4	1	2	1	1	5	1	1	2	2		1.046448092610227	0.98674	62	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1017	11	20	6	3	3	3	5	2	4	1	1	3	2	5	4	1	1	3	2	1	2	4	5	5	3	4	1	1	3	1	3	3	3	5	2	88	4	2	2	77	2	3	1	2	2	4	2				1			4	2	4	5	4	8	4	1	4	88	1	10	3	4	1	4	4	7	10	4	4	1	5	3	1		2	3	3	4		77	77	2	1	1	2	2	1	2	14	3	1	5	2	1	2	1	2	2		0.8850384003961925	0.83454	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1018	11	29	6	3	4	2	5	2	4	1	2	3	1	1	4	1	2	2	4	2	2	3	5	4	1	4	1	4	4	1	1	4	3	5	2	77	3	3	2	2	4	3	5		2	4	2				1			4	1	5	5	1	6	1	6	6	5	1	10	2	7	5	1	2	7	9	2	7	5	5	2	5	5			3	1	1	4	1	2	1	2	2	7			5	6	1	5	2	2	1	1	2	2		0.629137226077884	0.59324	62	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1019	11	14	4	3	3	2	5	2	4	2	5	4	2	2	4	1	3	1	4	4	5	2	2	2	3	4	2	3	2	1	2	4	3	3	4	4	3	2	1	2	2	3	5		2	4	5				1			1		3	3	5	4	1	3	7	3	5	5	2	5	7	3	5	7	9	3	5	4	5	1	5	5			3	4		2	3	2	3	1	2	1	5	2	77	1	1	1	2	4	3	2			2	1.1826176358446692	1.11514	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1020	11	8	3	1	1	1	5	4	2	3	5	4	3	4	5	3	3	2	4	3	5	2	3	3	3	3	1	3	2	1	1	3	3	3	4	2	3	4	1	1	1	3	1	5	2	4	5			1				4	8	5	5	4	5	3	3	7	3	5	6	4	4	7	3	4	7	8	3	5	4	5	1	1		5	2	2	4		3	3	1	3	1	2	1	6	2	20	2	1	1	2	5	2	2			2	0.9358686668076162	0.88247	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1021	11	14	5	2	2	1	5	2	4	2	5	3	3	2	2	4	3	2	4	4	5	2	2	3	4	4	3	3	3	1	2	4	2	1	4	1	1	5	1	5	1	3	1	6	2	4	6				1			2		3	3	4	2	2	4	4	7	5	3	1	4	3	7	5	7	9	3	7	5	5	2	5	5			3	4		3	3	1	2	1	1	1	3	1	16	1	2	1	1	5	2	2			1	0.3923888706911487	0.31547	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1022	11	21	5	1	1	1	5	3	5	2	4	5	3	5	1	1	2	2	5	5	2	2	1	2	4	4	1	3	4	4	4	4	4	4	5	2	4	4	3	3	3	4	5		1	4	2				1			4	2	5	5	5	5	5	1	5	5	8	8	6	0	7	0	5	5	6	1	5	1	5	1	1		2	3	1	2		4	3	1	1	1	2	8			8	2	1	5	2	1	2	2			3	1.4238413453782062	1.3426	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1023	11	30	3	3	2	2	5	5	2	1	5	5	4	5	5	2	2	3	3	2	5	3	3	4	4	4	1	4	4	1	3	4	3	1	5	2	1	5	1	4	1	2	1	1	2	4	1				1			4	1	5	5	8	5	1	6	6	1	6	5	1	6	6	1	5	10	10	4	4	1	5	2	1		1	2	4					2	1	2	2	2	2	1	12	4	1	5	2	3	4	2			1	1.2506918023572768	1.17933	62	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1024	11	11	3	3	3	3	5	3	2	4	4	3	4	1	4	2	3	3	4	3	3	3	2	3	3	3	1	2	3	1	1	3	3	2	3	2	3	5	2	4	1	3	5		3	4	2				1			1		3	3	6	8	4	5	7	3	6	7	4	3	4	2	5	5	7	2	5	3	5	2	5	5			3	4		4	2	2	1	1	1	2	1	2	15	1	1	1	2	1	2	1	2	2		0.7372244522963755	0.69516	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1025	11	14	3	1	1	1	5	4	4	3	5	3	4	4	5	3	5	1	4	4	5	1	2	2	4	4	3	4	3	1	2	4	3	4	3	4	3	3	1	3	1	2	5		1	4	5		1					1		4	4	5	6	2	4	7	4	6	6	2	5	7	4	5	7	9	2	6	4	5	2	5	5			2	4		3	3	2	3	3	2	1	1	2	20	1	2	1	1	4	1	2			2	0.45213803008233605	0.42634	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1026	11	16	6	3	3	5	5	3	3	4	4	2	3	2	4	2	2	3	3	3	2	4	3	3	2	2	1	1	2	1	1	2	2	2	3	3	2	4	2	4	2	3	1	2	2	4	2				1			4	2	5	3	2	7	6	3	6	3	4	8	4	3	6	2	4	5	7	2	6	2	5	2	1		2	2	3	4		4	2	2	2	1	2	7			18	5	1	5	2	2	2	2			1	0.492617714391204	0.46451	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1027	11	22	7	3	3	1	5	1	2	88	5	2	3	5	1	1	1	4	2	1	3	5	5	5	4	4	1	1	3	1	4	1	3	5	1	5	4	1	4	1	2	4	1	2	2	4	2				1			4	2	5	5	3	8	6	1	3	9	2	10	2	5	3	4	4	6	10	2	5	88	5	3	1		2	1	1	2		4	88	1	1	2	2	7			77	3	1	1	2	1	1	2			1	0.786347296865062	0.74148	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1028	11	18	6	1	2	2	5	4	2	4	4	3	4	3	4	2	3	4	3	2	3	3	3	3	2	3	1	1	1	1	1	1	2	2	3	1	2	4	2	3	2	3	5		4	4	77						1	4	77	4	2	5	7	7	2	6	5	5	7	7	2	6	5	5	5	6	2	5	2	5	2	5	5			3	2		3	2	1	1	1	2	7			13	3	1	5	2	1	2	2			1	0.5716045335508708	0.53899	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1029	11	22	1	4	3	1	5	4	2	5	5	1	4	2	5	3	4	88	5	4	5	3	2	2	4	4	1	4	4	2	4	4	4	1	5	1	1	4	1	5	1	3	5		3	4	5				1			1		3	77	6	5	4	7	7	88	3	4	5	8	9	88	6	5	3	6	4	88	5	88	5	5			4					1	1	4	88	5			18	1	2	1	1	4	5	1	2	2		2.3495079015478524	2.21545	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1030	11	23	7	2	1	1	5	2	4	4	5	4	4	5	3	1	1	2	4	1	5	5	4	4	4	4	1	1	4	1	1	4	1	4	2	5	4	2	77	3	3	4	1	2	1	4	2				1			4	2	5	5	3	9	6	3	6	2	4	9	4	1	7	4	3	6	10	2	7	4	5	1	1		2	2	3	4		4	4	1	1	1	2	7			13	3	1	5	2	2	2	1	1	2		1.2189613293543602	1.14941	315	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1031	11	21	4	2	1	2	5	4	2	4	5	3	4	2	4	3	3	2	3	3	3	4	2	3	3	4	1	2	3	1	2	3	3	1	4	1	1	5	2	5	1	2	1	1	1	4	1		1	1				4	1	5	5	8	2	2	5	4	6	8	2	2	3	4	7	5	8	9	3	6	4	5	1	1		1	2	2	4		3	4	1	2	3	1	1	4	1	14	1	1	1	2	5	1	1	2	1		0.3923888706911487	0.31064	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1032	11	29	4	2	2	2	5	3	4	4	1	5	2	4	2	2	2	3	4	3	4	3	1	3	3	3	1	1	3	1	1	2	2	1	3	1	1	3	2	4	2	2	5		3	4	2				1			4	2	3	5	4	9	4	5	5	7	5	9	4	7	6	7	3	5	7	4	5	4	5	2	5	5			4					1	1	1	2	1	1	3	13	2	1	5	2	1	3	2			1	0.9392623002838639	0.88567	11	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1033	11	21	3	4	3	5	5	3	3	3	4	1	2	1	2	2	3	3	3	3	3	3	2	2	3	4	1	1	2	1	1	3	3	1	3	1	3	4	1	4	2	3	5		3	2								4	8	3	2	5	8	3	5	8	6	7	7	3	3	7	5	5	5	8	3	5	3	5	2	5	5			3	4		3	3	1	2	4	2	2	1	2	10	1	1	5	2	3	1	2			1	1.1712807790130788	1.10445	13	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1034	11	12	3	2	2	1	5	5	1	5	4	4	5	5	3	4	2	1	5	5	5	1	1	1	3	4	1	1	4	1	2	4	3	2	3	2	2	1	4	2	3	1	1	2	1	4	2				1			4	2	5	5	6	9	0	3	2	2	4	10	0	2	2	3	4	5	10	3	6	88	5	1	1		2	2	3	4		88	88	1	3	1	1	1	1	1	77	3	1	1	1	5	4	2			1	0.501897180927819	0.47326	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1035	11	18	3	1	2	2	5	2	4	4	4	1	2	1	1	2	3	1	4	4	88	88	2	4	4	4	1	2	2	1	2	3	2	1	5	1	1	3	2	77	1	3	1	4	2	3								4	5	5	5	7	2	0	8	1	88	7	3	0	6	1	88	88	7	10	2	88	77	5	2	1		4	3	4					2	3	3	2	9			5	2	2	1	1	4	77	1	2	2		2.555830211799104	3.5445	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1036	11	11	3	2	2	2	5	5	1	4	5	3	4	5	5	3	3	2	4	3	5	2	3	3	3	3	1	2	2	1	2	3	4	4	4	3	4	4	2	2	2	2	1	2	2	4	2				1			4	2	4	4	4	8	4	2	5	3	4	7	4	2	5	3	4	6	8	3	5	4	6	2	5	1	2	3	3	4		3	2	1	2	1	2	1	1	2	17	3	1	5	2	1	4	1	2	1		0.6214591303378734	0.586	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1037	11	18	4	2	2	1	5	4	1	4	5	3	4	3	5	2	4	1	3	2	4	3	3	4	2	3	1	2	2	1	1	3	4	4	3	4	4	2	2	1	1	3	1	2	2	4	2			1				4	2	4	4	3	8	6	3	6	3	4	8	5	3	7	3	3	6	8	2	6	3	6	1	5	1	2	3	2	4		3	1	2	1	1	1	2	1	2	13	4	1	5	2	3	3	1	1	2		1.2693886017904794	1.19696	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1038	11	24	7	2	1	1	5	2	3	1	4	1	3	5	2	1	3	3	5	1	5	4	3	5	4	3	1	1	2	1	2	88	2	1	5	1	1	5	1	4	2	3	1	2	2	4	2				1			4	2	4	5	2	8	2	3	5	0	2	7	0	0	0	0	5	7	77	88	2	0	6	4	1		2	2	1	2		4	2	2	1	1	2	7			18	4	2	1	2	1	2	2			1	0.9420302325879286	0.88828	63	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1039	10	24	2	2	2	2	5	5	1	5	5	4	4	4	4	2	3	2	3	2	4	3	2	4	3	3	1	2	2	2	1	3	4	3	4	3	4	3	1	2	2	3	5		2	4	2			1				4	2	4	4	3	7	3	4	5	3	5	8	3	2	6	3	3	6	8	2	5	3	6	2	5	1	2	3	3	4		3	2	1	2	1	1	1	1	2	16	4	1	5	2	1	3	1	2	1		0.5170730856294145	0.48757	54	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1040	10	29	2	3	3	2	5	3	2	3	5	3	4	3	4	2	3	3	2	3	5	3	4	3	3	3	1	2	2	1	1	3	4	4	3	3	4	3	1	1	2	2	1	2	2	4	2			1				4	2	4	4	3	7	5	2	5	2	4	8	5	2	6	2	4	6	7	2	5	3	6	1	5	1	2	3	3	4		3	1	1	2	1	1	1	1	2	17	3	1	5	2	1	3	1	2	1		0.5288977772732153	0.49872	51	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1041	10	24	2	2	2	2	5	4	3	3	3	2	4	2	2	1	2	4	1	1	2	4	4	5	2	2	1	1	2	1	1	2	2	5	2	2	4	4	1	2	1	4	1	3	3	4	3				1			4	1	4	5	5	5	8	1	2	3	6	5	7	2	4	5	3	6	6	1	4	3	6	1	5	1	3	3	2	2		4	3	2	1	4	2	1	1	2	15	3	1	5	2	1	3	1	2	2		1.5815922765006611	1.49135	54	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1042	11	27	5	1	1	1	5	88	2	4	2	3	4	4	3	1	88	2	4	3	2	88	2	88	1	1	1	1	1	1	1	2	88	4	1	3	4	77	88	2	77	2	1	2	2	4	2	1						4	2	5	5	3	9	6	2	4	2	3	10	7	1	5	2	2	6	7	1	6	2	6	2	1		2	2	2	4		3	1	1	1	1	1	1	8	2	77	3	1	5	2	1	4	2			1	1.2763561555214005	1.20353	19	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1043	11	11	4	1	1	1	5	4	2	4	5	4	5	4	5	4	5	1	4	4	4	1	1	3	4	4	1	4	2	1	2	4	3	3	4	3	3	4	1	2	2	2	1	5	1	4	5				1			4	8	5	5	5	5	3	4	8	3	6	6	4	4	8	5	4	7	8	3	5	4	6	1	1		5	2	2	4		3	3	2	3	1	2	1	6	2	77	1	1	1	2	4	3	2			2	0.6811552642059944	0.64229	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1044	11	4	3	1	1	1	5	4	2	3	5	4	5	3	5	3	4	1	4	4	5	1	2	2	4	4	1	3	4	1	2	77	3	4	4	3	3	4	2	3	1	4	1	5	2	4	5			1				4	8	5	5	5	5	2	5	8	4	6	6	1	4	7	3	4	6	9	3	5	4	6	1	1		5	2	2	4		3	3	2	3	4	2	1	5	2	13	1	1	1	2	3	1	2			2	0.4655322772089015	0.43897	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1045	10	28	4	2	2	1	5	4	3	3	4	3	4	3	4	2	3	3	2	3	5	3	4	3	3	3	2	2	2	1	2	3	4	3	3	3	3	4	2	2	2	2	5		3	4	2			1				4	1	5	5	5	5	3	4	5	4	5	6	3	4	6	3	5	6	7	3	5	4	6	1	5	5			3	4		3	2	2	3	1	1	1	1	2	20	3	1	5	2	1	4	1	2	1		0.46715485821473246	0.4405	51	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1046	10	31	3	2	2	2	5	4	2	3	5	4	5	4	4	2	4	2	4	3	4	2	3	3	3	3	1	3	2	1	1	3	3	4	3	3	3	3	2	1	2	3	1	2	3	4	2			1				4	2	5	5	4	7	3	3	6	3	4	7	3	3	6	3	4	6	8	3	6	3	6	1	5	1	2	3	2	2		3	1	1	3	1	1	1	1	2	18	3	1	5	2	1	3	1	1	1		0.8428406891399741	0.79475	9	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1047	10	19	6	2	2	2	5	4	3	5	4	4	5	4	5	2	3	2	4	3	4	4	2	4	3	3	2	2	3	1	1	3	3	5	2	4	4	2	2	2	2	3	1	2	2	4	2				1			4	2	5	5	4	7	5	2	5	1	3	8	4	2	5	1	3	6	8	1	5	2	6	1	1		2	2	4					1	2	1	2	7			77	5	1	5	2	1	2	2			1	0.4121673907949053	0.38865	52	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1048	10	24	3	2	1	1	5	5	1	5	4	4	5	4	5	1	3	1	3	2	5	3	4	4	3	3	1	1	2	1	1	3	4	5	3	3	5	4	1	1	3	2	1	2	3	4	2			1				4	2	5	5	3	8	4	1	6	3	4	8	4	1	6	3	3	6	7	1	6	4	6	1	5	1	2	2	2	4		4	1	1	2	3	1	1	1	2	77	4	1	5	2	1	1	1	2	1		0.3923888706911487	0.2851	54	1
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1049	11	4	2	2	2	1	5	4	2	4	5	4	5	4	5	3	4	2	4	4	5	2	2	2	3	3	1	3	3	1	2	3	3	4	3	3	3	4	2	2	2	2	5		2	4	2				1			1		5	5	4	7	9	4	6	4	5	7	2	3	6	3	4	6	8	2	5	4	6	1	1		2	3	3	4		3	2	1	3	4	2	1	1	3	77	2	1	5	2	4	1	2			2	0.3923888706911487	0.2548	211	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1050	10	19	4	3	3	1	5	5	2	5	5	4	4	4	5	3	4	2	4	4	5	2	2	3	4	3	1	2	3	1	1	3	3	3	4	3	2	4	1	3	1	2	1	2	2	4	2				1			4	2	5	5	5	7	3	4	6	3	6	7	3	3	6	2	4	6	8	3	6	3	6	1	1		2	3	3	4		3	2	2	2	1	1	1	4	1	18	3	1	5	2	1	4	2			2	0.6048939569319389	0.57038	52	2
"1.1 (2019-09-05)"	"doi:10.11587/GDBBPJ"	1051	11	21	6	3	3	3	5	3	2	3	5	3	4	3	5	2	2	3	3	3	4	4	4	4	3	2	1	3	2	1	1	2	4	4	2	5	4	2	3	1	2	3	5		3	4	2				1			4	2	5	5	3	7	5	2	4	1	3	8	5	3	4	1	3	6	7	2	5	2	6	1	5	1	2	3	3	4		3	2	2	2	3	2	7			77	3	1	1	2	1	1	1	2	2		0.4233133557434565	0.39916	211	2
