version	doi	variable	data	sex	age0	age1	age2	age3	age4	age5	age6	age7	age8	age9	age10	age11	age12	age13	age14	age15	age16	age17	age18	age19	age20	age21	age22	age23	age24	age25	age26	age27	age28	age29	age30	age31	age32	age33	age34	age35	age36	age37	age38	age39	age40	age41	age42	age43	age44	age45	age46	age47	age48	age49	age50	age51	age52	age53	age54	age55	age56	age57	age58	age59	age60	age61	age62	age63	age64	age65	age66	age67	age68	age69	age70	age71	age72	age73	age74	age75	age76	age77	age78	age79	age80	age81	age82	age83	age84	age85	age86	age87	age88	age89	age90
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOHW"	"NTTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	0.1233634	0.3090203	0.5713404	0.8135167	2.069408	3.691144	5.229102	6.462098	7.345029	8.029769	9.177041	10.61967	12.59346	14.35372	16.23519	16.83678	17.29906	17.44873	17.92397	18.43212	19.3008	20.44492	21.272	22.27251	23.28211	24.83779	26.12059	27.68069	28.72101	29.5466	29.97502	30.42993	30.20612	30.34467	30.66228	30.98866	31.21247	31.88906	32.53548	32.8125	33.05494	32.8958	32.50277	32.30215	32.66077	32.88428	33.08634	33.43092	33.26091	32.84232	32.45372	32.40789	32.86477	33.32331	33.93781	34.36245	35.03282	35.41925	35.82478	36.27322	36.98303	37.47665	38.02885	38.41995	38.76398	38.85989	39.06191	27.62998	26.70852	25.86514	25.30991	24.33897	23.65637	22.9354	22.09598	20.84721	19.50813	17.91933	16.18472	14.56451	13.47433	12.321	11.02349	9.772744	8.490178
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOHWM"	"NTTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	11.47489	28.74414	53.14437	75.67088	192.4901	343.3391	486.3953	601.085	683.2125	746.905	853.6208	987.8097	1171.406	1335.14	1510.149	1566.107	1609.106	1623.029	1667.234	1714.501	1795.302	1901.725	1978.658	2071.722	2165.632	2310.336	2429.659	2574.775	2671.542	2748.336	2788.186	2830.5	2809.683	2822.57	2852.114	2882.472	2903.291	2966.225	3026.353	3052.12	3074.671	3059.869	3023.31	3004.649	3038.006	3058.797	3077.592	3109.643	3093.83	3054.894	3018.748	3014.485	3056.982	3099.634	3156.794	3196.292	3258.648	3294.592	3332.313	3374.026	3440.051	3485.966	3537.33	3573.708	3605.71	3614.631	3633.422	2570.058	2484.346	2405.898	2354.252	2263.938	2200.445	2133.382	2055.302	1939.145	1814.587	1666.803	1505.454	1354.747	1253.342	1146.063	1025.372	909.0314	789.731
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOM"	"NTTA"	1	0.0	0.0	0.0	0.0	0.0	0.0	11.47489	28.74414	53.14437	75.67088	501.0105	611.5045	714.7997	787.5732	820.2184	831.9847	865.9349	1017.627	1211.593	1397.775	1591.827	1660.827	1713.512	2067.676	2425.016	2609.075	2901.343	3253.232	3597.238	4005.548	4610.572	5063.115	5773.147	5928.129	6204.134	6354.83	6071.205	5928.778	5662.042	5465.85	5267.826	5090.179	4896.2	4767.06	4629.659	4471.872	4310.373	4134.586	3968.715	3836.749	3790.253	3753.23	3729.264	3697.539	3635.58	3553.749	3485.338	3458.149	3503.823	3537.805	3579.815	3609.577	3666.405	3690.676	3723.363	3762.854	3817.866	3851.253	3904.133	3936.184	3956.901	3959.686	3971.328	2887.94	2789.541	2695.571	2627.257	2517.069	2437.917	2346.19	2245.391	2103.247	1951.18	1773.529	1588.001	1410.233	1287.677	1164.679	1033.193	909.0314	785.2585
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CH"	"NTTA"	2	426.7052	358.4422	295.872	281.6306	259.7846	254.641	241.5837	231.2598	213.8977	200.8197	191.6767	180.9446	171.8072	147.6135	139.2109	129.2112	125.7346	127.2292	128.3947	128.4697	129.7804	129.9109	130.0093	129.4709	129.1855	126.7921	124.021	119.9265	116.4292	112.187	111.473	111.63	113.385	115.7104	119.5206	121.055	122.7896	124.0779	124.5783	125.0593	125.9974	126.9932	128.4791	131.8367	135.3953	139.3028	143.6706	148.0773	151.884	155.6192	160.587	165.8472	172.889	180.1286	188.5768	196.3439	204.6249	211.4142	217.8444	223.3915	229.1912	233.582	238.3739	244.6691	250.0436	250.3948	256.5892	261.5518	263.8902	265.3345	264.9933	264.3458	262.2251	261.0017	259.2855	257.6997	255.4738	253.2353	249.8358	246.8677	243.4442	239.5817	235.4097	230.9034	225.9727	225.0332	221.5434	218.8246	216.5459	213.648	219.8521
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CHCC"	"NTTA"	2	330.6075	262.3205	199.7319	185.1896	163.3527	157.6522	143.4238	130.6864	110.7166	93.47174	79.25911	64.70056	52.64128	25.73739	15.11393	4.953798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14E-16	1.14E-16	1.14E-16	1.13E-16	1.13E-16	1.13E-16	1.13E-16	1.14E-16	1.14E-16	1.13E-16	1.13E-16	1.13E-16	1.12E-16	1.12E-16	1.11E-16	1.12E-16	1.12E-16	1.12E-16	1.12E-16	1.13E-16	1.13E-16	1.13E-16	1.13E-16	1.13E-16	1.13E-16	1.13E-16	1.13E-16	1.12E-16	1.12E-16	1.11E-16	1.11E-16	1.1E-16	1.1E-16	1.09E-16	1.09E-16	1.09E-16	1.09E-16	1.08E-16	1.08E-16	1.07E-16	1.07E-16	1.07E-16	1.05E-16	1.05E-16	1.05E-16	1.05E-16	1.05E-16	1.04E-16	1.04E-16	1.03E-16	1.01E-16	9.42E-17	8.39E-17	6.34E-17	3.34E-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CHCCM"	"NTTA"	2	26827.6	21286.35	16207.52	15027.46	13255.48	12792.9	11638.32	10604.72	8984.252	7584.893	6431.59	5250.216	4271.649	2088.496	1226.441	401.9827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.24E-15	9.22E-15	9.28E-15	9.2E-15	9.2E-15	9.15E-15	9.17E-15	9.23E-15	9.24E-15	9.19E-15	9.15E-15	9.15E-15	9.11E-15	9.06E-15	9.03E-15	9.06E-15	9.09E-15	9.11E-15	9.12E-15	9.19E-15	9.2E-15	9.18E-15	9.2E-15	9.17E-15	9.13E-15	9.18E-15	9.16E-15	9.12E-15	9.09E-15	9.03E-15	9.04E-15	8.93E-15	8.93E-15	8.89E-15	8.86E-15	8.86E-15	8.81E-15	8.8E-15	8.76E-15	8.69E-15	8.69E-15	8.7E-15	8.55E-15	8.53E-15	8.53E-15	8.54E-15	8.49E-15	8.46E-15	8.42E-15	8.32E-15	8.19E-15	7.64E-15	6.8E-15	5.14E-15	2.71E-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CHHW"	"NTTA"	2	96.09767	96.12177	96.14008	96.44104	96.43196	96.98877	98.1599	100.5734	103.1811	107.348	112.4175	116.2441	119.1659	121.8761	124.097	124.2574	125.7346	127.2292	128.3947	128.4697	129.7804	129.9109	130.0093	129.4709	129.1855	126.7921	124.021	119.9265	116.4292	112.187	111.473	111.63	113.385	115.7104	119.5206	121.055	122.7896	124.0779	124.5783	125.0593	125.9974	126.9932	128.4791	131.8367	135.3953	139.3028	143.6706	148.0773	151.884	155.6192	160.587	165.8472	172.889	180.1285	188.5768	196.3439	204.6249	211.4142	217.8444	223.3915	229.1912	233.582	238.3739	244.669	250.0436	250.3948	256.5892	261.5518	263.8902	265.3345	264.9934	264.3458	262.2251	261.0017	259.2855	257.6997	255.4738	253.2353	249.8358	246.8677	243.4442	239.5817	235.4097	230.9034	225.9727	225.0332	221.5434	218.8246	216.5459	213.648	219.8521
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"CHHWM"	"NTTA"	2	8938.717	8940.959	8942.663	8970.657	8969.813	9021.605	9130.539	9355.041	9597.594	9985.187	10456.74	10812.68	11084.45	11336.55	11543.13	11558.05	11695.46	11834.48	11942.89	11949.87	12071.78	12083.93	12093.07	12042.99	12016.45	11793.82	11536.06	11155.21	10829.89	10435.3	10368.88	10383.48	10546.73	10763.03	11117.45	11260.17	11421.52	11541.36	11587.9	11632.64	11719.9	11812.53	11950.74	12263.06	12594.07	12957.53	13363.81	13773.71	14127.79	14475.23	14937.32	15426.61	16081.62	16755.02	17540.85	18263.33	19033.59	19665.11	20263.24	20779.21	21318.68	21727.1	22172.82	22758.38	23258.31	23290.98	23867.16	24328.77	24546.27	24680.62	24648.89	24588.65	24391.39	24277.6	24117.96	23970.46	23763.41	23555.19	23238.98	22962.89	22644.45	22285.17	21897.1	21477.94	21019.3	20931.91	20607.3	20354.41	20142.45	19872.9	20449.98
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PH"	"NTTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	3.006926	8.087429	14.48012	23.0764	35.59416	42.76273	51.36459	56.78199	61.26118	65.26927	71.97339	95.28001	106.8893	119.2257	127.8499	148.2534	152.4741	151.3299	169.6535	191.9339	213.9286	234.3661	251.3654	268.7175	296.64	301.7785	306.4568	315.0713	321.8686	320.9115	315.1007	309.1781	304.6184	299.4764	292.9947	286.8749	281.3005	276.7346	272.2973	268.644	264.1773	261.3854	258.3546	258.11	259.0842	261.0462	263.7791	271.4946	278.3612	285.8949	293.4789	300.2891	307.0237	311.0756	315.5998	319.0681	322.2722	325.886	328.893	332.9574	336.6331	338.4966	338.8382	338.115	335.0047	332.2575	330.0586	322.4729	318.9812	314.1076	306.901	298.5829	291.0456	282.1169	273.3465	265.7697	258.0054	249.2147	239.757	230.9798	211.4978	199.416	187.0782	174.3286	100.6195
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHCC"	"NTTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.661815	2.836991	4.899684	4.373547	3.372488	2.096812	1.256627	16.42464	18.84916	21.57473	23.60778	25.56428	26.93514	20.99617	33.54636	48.43744	62.45705	75.27376	85.26369	95.82887	116.1448	113.8782	108.9351	109.5272	106.6579	103.28	90.58501	83.62777	77.42075	70.62991	63.2173	55.70932	48.05925	40.56359	33.69001	27.31518	21.39982	16.65546	12.52898	9.67229	8.108237	7.968234	8.52223	9.498702	10.83482	12.29985	13.31217	14.49875	16.2171	16.85535	16.80617	16.49692	15.77722	14.82184	14.80011	15.1976	15.38421	14.82049	14.0076	12.07506	10.27164	8.585175	7.640134	6.642976	6.187817	5.456166	4.86378	4.193839	3.78996	3.296256	3.023461	2.775839	2.565826	2.377534	2.192011	1.965938	1.713354	1.435134	1.135592	0.8162904	0.4827687
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHCCM"	"NTTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	215.9967	230.2115	397.5916	354.8975	273.6652	170.1487	101.9707	1332.8	1529.541	1750.711	1915.686	2074.448	2185.689	1703.763	2722.166	3930.522	5068.164	6108.192	6918.84	7776.165	9424.729	9240.802	8839.69	8887.731	8654.905	8380.8	7350.646	6786.09	6282.413	5731.361	5129.855	4520.609	3899.834	3291.589	2733.823	2216.528	1736.518	1351.53	1016.681	784.8713	657.954	646.5933	691.5481	770.7853	879.2059	998.0884	1080.234	1176.521	1315.959	1367.75	1363.759	1338.665	1280.264	1202.739	1200.975	1233.23	1248.373	1202.629	1136.666	979.847	833.5064	696.6558	619.9692	539.0534	502.1189	442.7481	394.6782	340.3148	307.5415	267.4792	245.3429	225.2493	208.2075	192.9283	177.8737	159.5287	139.0325	116.4559	92.14917	66.23901	39.17493
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHHW"	"NTTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	3.006926	8.087429	14.48012	23.0764	32.93234	39.92574	46.4649	52.40844	57.88869	63.17246	70.71676	78.85537	88.04013	97.65094	104.2421	122.6891	125.539	130.3337	136.1072	143.4965	151.4716	159.0923	166.1017	172.8887	180.4951	187.9004	197.5216	205.5441	215.2106	217.6315	224.5157	225.5503	227.1977	228.8465	229.7774	231.1656	233.2413	236.171	238.6073	241.3288	242.7775	244.7299	245.8256	248.4377	250.976	253.0779	255.2569	261.9959	267.5264	273.595	280.1667	285.7903	290.8066	294.2203	298.7936	302.5712	306.4949	311.0642	314.0929	317.7598	321.2489	323.6761	324.8306	326.0399	324.733	323.6723	322.4185	315.8299	312.7934	308.6515	302.0372	294.3891	287.2556	278.8206	270.323	262.9939	255.4396	246.8371	237.565	229.0139	209.7844	197.9808	185.9426	173.5123	100.1367
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHHWM"	"NTTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	279.6953	752.2684	1346.897	2146.497	3063.268	3713.772	4322.026	4874.875	5384.632	5876.113	6577.861	7334.89	8189.229	9083.197	9696.289	11412.17	11677.26	12123.25	12660.28	13347.61	14089.43	14798.29	15450.28	16081.59	16789.12	17477.93	18372.87	19119.1	20018.25	20243.42	20883.77	20980.02	21133.25	21286.62	21373.21	21502.33	21695.4	21967.92	22194.53	22447.69	22582.43	22764.04	22865.96	23108.93	23345.03	23540.55	23743.23	24370.07	24884.5	25448.99	26060.27	26583.36	27049.96	27367.49	27792.88	28144.26	28509.24	28934.26	29215.98	29557.06	29881.61	30107.38	30214.76	30327.26	30205.69	30107.03	29990.4	29377.55	29095.11	28709.83	28094.59	27383.19	26719.66	25935.06	25144.63	24462.9	23760.22	22960.05	22097.59	21302.18	19513.52	18415.58	17295.82	16139.6	9314.418
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"PHM"	"NTTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	279.6953	752.2684	1346.897	2146.497	3279.264	3943.984	4719.618	5229.773	5658.297	6046.262	6679.832	8667.69	9718.77	10833.91	11611.97	13486.62	13862.95	13827.02	15382.45	17278.13	19157.59	20906.48	22369.12	23857.75	26213.85	26718.73	27212.56	28006.83	28673.15	28624.22	28234.42	27766.11	27415.66	27017.98	26503.06	26022.94	25595.24	25259.51	24928.35	24664.21	24318.95	24115.57	23882.64	23893.8	24002.98	24187.14	24434.77	25140.86	25763.71	26447.07	27140.5	27759.88	28365.92	28735.24	29156.64	29482.93	29789.5	30136.99	30416.95	30790.29	31129.98	31310.01	31351.43	31307.1	31039.2	30803.68	30610.37	29916.61	29597.22	29152.58	28489.27	27723.5	27027.2	26202.54	25389.98	24688.15	23968.43	23152.98	22275.46	21461.71	19652.55	18532.04	17387.97	16205.84	9353.593
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THI"	"NTTA"	2	426.7052	358.4422	295.872	281.6306	259.7846	254.641	238.7166	223.7271	200.54	180.5376	163.49	147.1588	132.6972	103.6995	91.13544	77.21696	68.69714	64.94412	60.86313	54.85026	53.66141	37.7617	38.14116	36.66997	35.2304	30.5692	25.56339	21.39621	16.57177	13.48649	13.37289	15.36603	14.45256	15.95902	14.16437	18.50749	15.07373	18.06212	17.3765	17.80774	15.67598	13.65917	10.26731	10.17075	9.750462	9.731006	10.42203	10.22923	9.297136	7.616818	8.565469	10.86388	15.12683	15.13755	16.59024	16.44031	16.07897	15.60554	15.84626	16.21448	16.02946	15.09402	14.28836	14.36727	14.72845	9.857077	10.82291	11.55556	11.21241	9.988564	8.89175	7.770994	5.506189	3.899557	2.818799	3.09478	4.822688	7.613483	8.982984	11.88846	14.41308	15.58112	16.51294	18.20325	20.00865	25.44006	38.99569	46.30087	54.22709	61.80672	139.0947
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THICC"	"NTTA"	2	330.6075	262.3205	199.7319	185.1896	163.3527	157.6522	143.4238	130.6864	110.7166	93.47174	79.25911	64.70056	52.64128	25.73739	15.11393	4.953798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.14E-16	1.14E-16	1.14E-16	1.13E-16	1.13E-16	1.13E-16	1.13E-16	1.14E-16	1.14E-16	1.13E-16	1.13E-16	1.13E-16	1.12E-16	1.12E-16	1.11E-16	1.12E-16	1.12E-16	1.12E-16	1.12E-16	1.13E-16	1.13E-16	1.13E-16	1.13E-16	1.13E-16	1.13E-16	1.13E-16	1.13E-16	1.12E-16	1.12E-16	1.11E-16	1.11E-16	1.1E-16	1.1E-16	1.09E-16	1.09E-16	1.09E-16	1.09E-16	1.08E-16	1.08E-16	1.07E-16	1.07E-16	1.07E-16	1.05E-16	1.05E-16	1.05E-16	1.05E-16	1.05E-16	1.04E-16	1.04E-16	1.03E-16	1.01E-16	9.42E-17	8.39E-17	6.34E-17	3.34E-17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THICCM"	"NTTA"	2	26827.6	21286.35	16207.52	15027.46	13255.48	12792.9	11638.32	10604.72	8984.252	7584.893	6431.59	5250.216	4271.649	2088.496	1226.441	401.9827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.24E-15	9.22E-15	9.28E-15	9.2E-15	9.2E-15	9.15E-15	9.17E-15	9.23E-15	9.24E-15	9.19E-15	9.15E-15	9.15E-15	9.11E-15	9.06E-15	9.03E-15	9.06E-15	9.09E-15	9.11E-15	9.12E-15	9.19E-15	9.2E-15	9.18E-15	9.2E-15	9.17E-15	9.13E-15	9.18E-15	9.16E-15	9.12E-15	9.09E-15	9.03E-15	9.04E-15	8.93E-15	8.93E-15	8.89E-15	8.86E-15	8.86E-15	8.81E-15	8.8E-15	8.76E-15	8.69E-15	8.69E-15	8.7E-15	8.55E-15	8.53E-15	8.53E-15	8.54E-15	8.49E-15	8.46E-15	8.42E-15	8.32E-15	8.19E-15	7.64E-15	6.8E-15	5.14E-15	2.71E-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THIHW"	"NTTA"	2	96.09767	96.12177	96.14008	96.44104	96.43196	96.98877	95.29279	93.04073	89.82335	87.06585	84.23086	82.45828	80.05593	77.96214	76.0215	72.26315	68.69714	64.94412	60.86313	54.85026	53.66141	37.7617	38.14116	36.66997	35.2304	30.5692	25.56339	21.39621	16.57177	13.48649	13.37289	15.36603	14.45256	15.95902	14.16437	18.50749	15.07373	18.06212	17.3765	17.80774	15.67598	13.65917	10.26731	10.17075	9.750462	9.731006	10.42203	10.22923	9.297136	7.616818	8.565469	10.86388	15.12683	15.13755	16.59024	16.44031	16.07897	15.60554	15.84626	16.21448	16.02946	15.09402	14.28836	14.36727	14.72845	9.857077	10.82291	11.55556	11.21241	9.988564	8.89175	7.770994	5.506189	3.899557	2.818799	3.09478	4.822688	7.613483	8.982984	11.88846	14.41308	15.58112	16.51294	18.20325	20.00865	25.44006	38.99569	46.30087	54.22709	61.80672	139.0947
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THIHWM"	"NTTA"	2	8938.717	8940.959	8942.663	8970.657	8969.813	9021.605	8863.85	8654.37	8355.099	8098.604	7834.902	7670.022	7446.563	7251.805	7071.292	6721.702	6390.002	6040.907	5661.306	5102.006	4991.423	3512.48	3547.776	3410.93	3277.026	2843.456	2377.83	1990.211	1541.457	1254.472	1243.906	1429.302	1344.334	1484.46	1317.528	1721.511	1402.113	1680.084	1616.31	1656.423	1458.132	1270.535	955.0345	946.0527	906.9586	905.1489	969.4258	951.492	864.7917	708.4935	796.7342	1010.526	1407.052	1408.049	1543.175	1529.228	1495.618	1451.58	1473.972	1508.222	1491.013	1404.001	1329.061	1336.401	1369.996	916.8757	1006.715	1074.863	1042.945	929.1063	827.084	722.8345	512.1692	362.7251	262.1962	287.8671	448.5919	708.1833	835.5702	1105.829	1340.662	1449.309	1535.984	1693.212	1861.144	2366.358	3627.262	4306.768	5044.041	5749.076	12938.17
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THIM"	"NTTA"	2	35766.32	30227.31	25150.18	23998.12	22225.29	21814.51	20502.17	19259.09	17339.35	15683.5	14266.49	12920.24	11718.21	9340.301	8297.733	7123.685	6390.002	6040.907	5661.306	5102.006	4991.423	3512.48	3547.776	3410.93	3277.026	2843.456	2377.83	1990.211	1541.457	1254.472	1243.906	1429.302	1344.334	1484.46	1317.528	1721.511	1402.113	1680.084	1616.31	1656.423	1458.132	1270.535	955.0345	946.0527	906.9586	905.1489	969.4258	951.492	864.7917	708.4935	796.7342	1010.526	1407.052	1408.049	1543.175	1529.228	1495.618	1451.58	1473.972	1508.222	1491.013	1404.001	1329.061	1336.401	1369.996	916.8757	1006.715	1074.863	1042.945	929.1063	827.084	722.8345	512.1692	362.7251	262.1962	287.8671	448.5919	708.1833	835.5702	1105.829	1340.662	1449.309	1535.984	1693.212	1861.144	2366.358	3627.262	4306.768	5044.041	5749.076	12938.17
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THO"	"NTTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	0.1398229	0.5547162	1.122396	2.794284	7.40748	8.976933	12.25464	12.86801	13.18568	13.27504	14.93591	32.99498	39.35773	45.60624	51.73094	56.10412	60.60601	58.52903	75.69845	95.71104	115.471	135.8358	151.508	170.0171	198.5398	205.5146	207.5244	215.3199	216.5123	218.364	207.3848	203.1623	197.4167	192.2249	182.6733	173.5409	163.0888	155.0686	146.6524	139.0722	130.9287	123.5373	115.7677	110.1076	107.0627	106.0629	106.0169	106.5036	106.3746	105.9912	104.933	104.4804	105.0256	103.8986	102.438	100.5801	98.18661	95.58424	93.57782	92.41962	90.86684	88.50036	86.16038	82.76902	78.90305	75.6827	73.33968	65.37072	62.5145	59.50268	56.24984	52.96113	50.19275	47.13771	44.3153	41.76916	39.10868	36.51452	33.79301	31.3867	28.95011	26.8922	24.75936	22.48732	19.8621
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOCC"	"NTTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.661815	2.836991	4.899684	4.373547	3.372488	2.096812	1.256627	16.42464	18.84916	21.57473	23.60778	25.56428	26.93514	20.99617	33.54636	48.43744	62.45705	75.27376	85.26369	95.82887	116.1448	113.8782	108.9351	109.5272	106.6579	103.28	90.58501	83.62777	77.42075	70.62991	63.2173	55.70932	48.05925	40.56359	33.69001	27.31518	21.39982	16.65546	12.52898	9.67229	8.108237	7.968234	8.52223	9.498702	10.83482	12.29985	13.31217	14.49875	16.2171	16.85535	16.80617	16.49692	15.77722	14.82184	14.80011	15.1976	15.38421	14.82049	14.0076	12.07506	10.27164	8.585175	7.640134	6.642976	6.187817	5.456166	4.86378	4.193839	3.78996	3.296256	3.023461	2.775839	2.565826	2.377534	2.192011	1.965938	1.713354	1.435134	1.135592	0.8162904	0.4827687
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOCCM"	"NTTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	215.9967	230.2115	397.5916	354.8975	273.6652	170.1487	101.9707	1332.8	1529.541	1750.711	1915.686	2074.448	2185.689	1703.763	2722.166	3930.522	5068.164	6108.192	6918.84	7776.165	9424.729	9240.802	8839.69	8887.731	8654.905	8380.8	7350.646	6786.09	6282.413	5731.361	5129.855	4520.609	3899.834	3291.589	2733.823	2216.528	1736.518	1351.53	1016.681	784.8713	657.954	646.5933	691.5481	770.7853	879.2059	998.0884	1080.234	1176.521	1315.959	1367.75	1363.759	1338.665	1280.264	1202.739	1200.975	1233.23	1248.373	1202.629	1136.666	979.847	833.5064	696.6558	619.9692	539.0534	502.1189	442.7481	394.6782	340.3148	307.5415	267.4792	245.3429	225.2493	208.2075	192.9283	177.8737	159.5287	139.0325	116.4559	92.14917	66.23901	39.17493
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOHW"	"NTTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	0.1398229	0.5547162	1.122396	2.794284	4.745665	6.139942	7.354955	8.49446	9.813189	11.17822	13.67929	16.57033	20.50858	24.03151	28.12316	30.53984	33.67087	37.53286	42.15209	47.27361	53.01399	60.56201	66.24432	74.18819	82.39503	91.63644	98.58924	105.7928	109.8544	115.0839	116.7998	119.5346	119.9959	121.5949	119.456	117.8316	115.0295	114.505	112.9624	111.757	109.5289	106.8818	103.2388	100.4353	98.95441	98.09464	97.49467	97.0049	95.53981	93.69137	91.6208	89.98167	88.80846	87.04327	85.63185	84.08319	82.40939	80.76239	78.77771	77.22202	75.48262	73.67987	72.15278	70.69397	68.63141	67.09753	65.69955	58.72775	56.32668	54.04652	51.38605	48.76729	46.40279	43.84145	41.29184	38.99332	36.54285	34.13699	31.60099	29.42076	27.23675	25.45707	23.62377	21.67103	19.37933
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOHWM"	"NTTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	13.00591	51.59803	104.4019	259.916	441.4276	571.119	684.1358	790.1292	912.7933	1039.765	1272.406	1541.323	1907.646	2235.339	2615.932	2840.725	3131.963	3491.194	3920.861	4397.249	4931.203	5633.296	6161.848	6900.763	7664.139	8523.746	9170.476	9840.526	10218.32	10704.76	10864.37	11118.75	11161.66	11310.4	11111.44	10960.34	10699.7	10650.91	10507.42	10395.3	10188.05	9941.827	9602.96	9342.193	9204.443	9124.468	9068.662	9023.104	8886.827	8714.891	8522.293	8369.825	8260.696	8096.505	7965.218	7821.166	7665.474	7512.275	7327.667	7182.961	7021.167	6853.48	6711.435	6575.74	6383.888	6241.211	6111.175	5462.679	5239.339	5027.245	4779.777	4536.188	4316.248	4078.0	3840.843	3627.042	3399.106	3175.32	2939.43	2736.631	2533.481	2367.94	2197.412	2015.774	1802.607
"1.0 (2020-10-16)"	"doi:10.11587/4EOXZO"	"THOM"	"NTTA"	2	0.0	0.0	0.0	0.0	0.0	0.0	13.00591	51.59803	104.4019	259.916	657.4242	801.3304	1081.727	1145.027	1186.458	1209.914	1374.377	2874.123	3437.187	3986.05	4531.618	4915.173	5317.652	5194.957	6643.026	8327.771	9999.366	11741.49	13080.69	14676.93	17088.87	17764.55	18010.17	18728.26	18873.23	19085.56	18215.01	17904.84	17444.07	17041.76	16241.29	15480.95	14599.54	13942.5	13241.24	12611.83	11924.56	11293.36	10619.64	10127.06	9862.397	9771.062	9760.21	9793.89	9766.033	9712.979	9602.526	9546.347	9576.654	9464.255	9328.978	9159.831	8945.738	8715.014	8528.642	8416.19	8269.54	8056.109	7848.101	7555.587	7217.395	6937.867	6731.145	6001.732	5741.458	5469.993	5174.455	4876.502	4623.79	4345.479	4086.186	3852.291	3607.314	3368.248	3117.303	2896.159	2672.513	2484.396	2289.562	2082.013	1841.782
