version	doi	BK1	BK2	CR1	D1	D2	D3	D4	D5	D6	D7	PD1	PD2	PD3	PD4	PD5	gruppeTR	filter_fp	wwwfpRES	wmob	tp	gs	RR_GS	ns	RR_NS	Regular	RR_RS	breakoff	dog	don	DogRR	DonRR	do	DoRR	mm	multim	dur1m	Home	smph	mobility	PRE_1	mob2	male	PRE_2	abbs12	v0tr	v6tr	v99tr	v99u6tr	a50p	re1	sowie1	tnf1	IAsmhs
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1		1	0	1	20	1			1	31	645	5	24	1	1	0.7219758280819963	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	10.75	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1				0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	5	1	1	1	29	0	1	2	1	31	631	0	24	2	1	1.104550912551482	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	10.516666666666667	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	1	1	3	24	0	2	2	1	31	1066	0	24	1	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	17.766666666666666	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	1	3	43	0	1	2	1	31	1658	1	24	2	1	1.9129423176653315	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	27.633333333333333	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	19	0	2	1	1	31	745	1	24	3	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	12.416666666666666	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	21	0	2	1	1	31	4890	0	24	2	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	81.5	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1			3		0	2	1	1	31	396	39	24	3	0	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	6.6	1	0	1	0.1990950226607874	1		0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	4	19	0	2	1	1	31	2091	1	24	1	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	34.85	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	1	1	23	0	1	1	1	31	572	1	24	3	1	1.289240172428941	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	9.533333333333333	1	0	1	0.1990950226607874	1	1	0.22556500347140082	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	23	0	2	1	1	31	1321	0	24	0	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	22.016666666666666	1	0	1	0.3070539419087247	1	0	0.3032056034404576	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	1	0	3	18	0	2	2	1	31	869	8	24	3	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	14.483333333333333	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	1	2	25	0	1	2	1	31	940	4	24	0	1	1.5874603076497473	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	15.666666666666666	1	0	1	0.3070539419087247	1	1	0.3032056034404576	0	1	0	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	1	3		0	2	3	1	31	641	8	24	0	1	1.1370415057800287	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	10.683333333333334	1	0	1	0.3070539419087247	1	1	0.3032056034404576	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	1	3	22	0	2	1	1	31	874	2	24	3	1	0.9123720013698119	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	14.566666666666666	1	0	1	0.1990950226607874	1	1	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	1	23	0	1	2	1	31	577	5	24	0	1	0.8970500881768257	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	9.616666666666667	1	0	1	0.3070539419087247	1	0	0.3032056034404576	0	1	0	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	1	0	3	19	1	2	2	1	31	1715	1	24	1	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	28.583333333333332	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	1	1	3	30	0	3	3	1	31	810	4	24	0	1	0.8265559013543143	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.5	1	0	1	0.3070539419087247	1	0	0.3032056034404576	0	1	0	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	1	3	31	0	2	2	1	31	1171	0	24	2	1	1.1234170086841333	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	19.516666666666666	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	1	0	3	20	1	2	2	1	31	927	0	24	3	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	15.45	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	1	0	3	20	1	2	2	1	31	1024	1	24	0	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	17.066666666666666	1	0	1	0.3070539419087247	1	0	0.3032056034404576	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1		1	0	3	21	0	1	1	1	31	858	0	24	1	1	0.8970500881768257	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	14.3	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	2	1	1	25	0	1	2	1	31	1194	14	24	1	1	1.5874603076497473	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	19.9	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	1	3	25	0	1	2	1	31	804	4	24	1	1	1.5874603076497473	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.4	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	1	0	3	20	0	2	1	1	31	1025	0	24	1	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	17.083333333333332	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	18	0	2	1	1	31	911	1	24	1	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	15.183333333333334	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	1	3	22	0	3	1	1	31	1458	0	24	3	1	0.6712791920837824	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	24.3	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	1	3		0	2	2	1	31	1085	5	24	2	1	1.1370415057800287	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	18.083333333333332	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	1	1	4	34	0	2	1	1	31	1337	3	24	2	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	22.283333333333335	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	0	3	21	0	2	1	1	31	1033	0	24	0	1	0.9123720013698119	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	17.216666666666665	1	0	1	0.3070539419087247	1	1	0.3032056034404576	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	1	3	37	0			1	31	1218	15	24	2	1	1.0712496735713088	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	20.3	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1				0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	1	1	35	0	1	2	1	31	851	1	24	2	1	1.5874603076497473	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	14.183333333333334	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	1	0	1	23	0	3	1	1	31	1276	2	24	1	1	0.6712791920837824	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	21.266666666666666	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	1	3	21	0	1	2	1	31	751	4	24	3	1	1.289240172428941	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	12.516666666666667	1	0	1	0.1990950226607874	1	1	0.22556500347140082	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	22	0	3	2	1	31	827	0	24	3	1	0.6712791920837824	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.783333333333333	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	1	3	25	0	2	2	1	31	996	2	24	1	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	16.6	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	1	3	23	0	1	2	1	31	2078	1	24	0	1	0.8970500881768257	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	34.63333333333333	1	0	1	0.3070539419087247	1	0	0.3032056034404576	0	1	0	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	0	3	24	0	2	2	1	31	834	0	24	3	1	0.9123720013698119	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.9	1	0	1	0.1990950226607874	1	1	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2		1		0	1	2	1	31	1919	62	24	1	0	1.6067125961447883	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	31.983333333333334	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	0	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	0	3	21	0	3	1	1	31	2194	20	24	3	1	0.964762294499057	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	36.56666666666667	1	0	1	0.1990950226607874	1	1	0.22556500347140082	0	0	0	0	1	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	1	0	4	23	0	2	1	1	31	1404	1	24	0	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	23.4	1	0	1	0.3070539419087247	1	0	0.3032056034404576	0	1	0	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	29	0	2	2	1	31	1057	2	24	3	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	17.616666666666667	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	1	1	3	24	0	1	2	1	31	1210	2	24	2	1	0.8970500881768257	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	20.166666666666668	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1		1	0	3	33	0	2	1	1	31	891	0	24	2	1	0.7816707454909783	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	14.85	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1		1	1	1	28	0	1	2	1	31	829	2	24	3	1	1.104550912551482	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	13.816666666666666	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	1	0	4	22	0	2	2	1	32		0	24	1	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0		1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1		1	0	3	29	0	3	2	1	31	1161	0	24	2	1	0.8265559013543143	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	19.35	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1			4		0	2	1	1	31	1957	26	24	2	1	0.9347488735873521	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	32.61666666666667	1	0	1	0.27099236641221724	1		0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	2	1	3	23	0	2	2	1	31	795	3	24	1	1	0.9123720013698119	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.25	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1		2	0	4	25	0	3	1	1	31	1003	4	24	2	1	1.1879259439681802	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	16.716666666666665	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	2	0	3	25	0	2	1	1	31	1522	13	24	1	1	1.1234170086841333	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	25.366666666666667	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	1	0	3	18	0	2	1	1	31	516	12	24	3	0	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	8.6	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	1	1	1	26	0	1	2	1	31	621	2	24	1	1	1.104550912551482	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	10.35	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	5	2	1	3	26	0	3	1	1	31	1113	0	24	2	1	1.1879259439681802	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	18.55	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	23	0	1	2	1	31	1400	1	24	0	1	0.8970500881768257	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	23.333333333333332	1	0	1	0.3070539419087247	1	0	0.3032056034404576	0	1	0	0	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	0	3	19	0	3	1	1	31	590	0	24	1	1	0.964762294499057	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	9.833333333333334	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	1	0	3	21	0	2	1	1	31	1454	1	24	2	1	0.6348261571285834	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	24.233333333333334	1	0	1	0.27099236641221724	1	0	0.26047479942693996	0	0	0	1	0	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	3	1	1	3	40	0	2	1	1	31	2843	9	24	3	1	0.9419391718489608	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	47.38333333333333	1	0	1	0.1990950226607874	1	0	0.22556500347140082	0	0	0	0	1	1	0	1	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	1	0	4	19	1	3	1	1	31	1199	3	24	1	1	0.6712791920837824	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665		0	19.983333333333334	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	4	2	1	1	27	0	1	2	1	31	681	1	24	2	1	1.5874603076497473	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	11.35	1	0	1	0.27099236641221724	1	1	0.26047479942693996	0	0	0	1	0	1	1	0	0	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	2	1	0	3	24	0	3	2	1	31	802	1	24	1	1	0.6712791920837824	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	0	0	13.366666666666667	1	0	1	0.2846153846153864	1	0	0.27628148597633967	0	0	1	0	0	1	0	0	1	0
"1.0 (2018-07-24)"	"10.11587/FA9LF5"	1	1	1	2	1	1	37	1	1	2	1	31	1226	18	24	1	1	1.9129423176653315	0.9260563380281691	17491	2483	14.195872162826598	1923	10.994225601738036	1	7.329483734492024	0	560	641	22.553362867498993	25.81554571083367	1201	48.368908578332665	1	1	20.433333333333334	1	0	1	0.2846153846153864	1	1	0.27628148597633967	0	0	1	0	0	1	1	0	0	0
