version	doi	A1	A2	A3	A4a	A4b	A4c	A5a	A5b	C01	C02	C03	C04	age	D02	D03	D04	D05	D06	D07a	D08	D09	D11	D14	D15	D16	D19	D20	Q01	Q02	Q03	Q04a	Q04b	Q04c	Q04d	Q04e	Q04f	Q04g	Q05a	Q05b	Q05c	Q05d	Q05e	Q06a	Q06b	Q06c	Q06d	Q07	Q08	Q09	Q10a	Q10b	Q11	Q12LH_a	Q12LH_b	Q12LH_d	Q13a	Q13b	Q14a	Q14b	Q15a	Q15b	Q15c	Q15d	Q15e	Q15f	Q16a	Q16b	Q16c	Q16d	Q16e	Q16f	Q17a	Q17b	Q17c	Q17d	Q17e	Q17f	Q18	Q21	Q22a	Q22b	Q22c	Q22d
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	741	399	2	11	8	2017	0.35002	0.3923888706911487	1	2	1	9	5	1	2	1	1	1	1	2	19	2	1	5	44	1	2	1	2	2	4	3	3	4	2	3	4	2	2	3	3	2	2	2	1	2	3	3	3	1	2	2	1	2	2	1	2	5	5	5	9	6	2	7	1	3	10	5	1	6	0	3	6	8	1	7	1	6	2	1	9	2	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	742	399	2	11	8	2017	0.5627	0.5967492365889442	1	2	2	9	6	2	3	1	1	7	9	9	18	3	1	1	44	4	2	2	2	2	4	3	3	4	4	4	3	4	5	2	5	4	4	4	1	2	2	2	2	5	99	2	1	1	2	1	5	5	5	8	3	0	8	4	5	6	2	0	5	4	4	5	7	10	3	8	2	6	2	1	9	1	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	743	13	1	11	28	2017	1.65354	1.753596468223357	2	9	9	1	4	2	2	1	2	2	1	2	16	4	1	5	44	1	4	3	4	4	4	3	2	3	4	2	2	1	2	3	2	2	3	3	1	1	3	2	3	5	99	3	1	2	2	1	2	4	4	3	8	4	5	6	6	3	9	3	4	6	6	4	6	8	2	6	4	6	1	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	744	12	2	11	23	2017	1.25046	1.3261259114714967	2	9	9	1	1	1	1	4	2	6	9	9	3	1	1	5	44	1	4	1	2	2	4	2	3	3	1	2	2	2	2	3	2	1	2	2	1	1	3	3	4	1	3	4	1	3	2	6	99	4	4	3	6	8	3	5	4	3	6	8	2	3	3	5	6	6	4	5	5	6	2	1	9	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	745	63	2	11	25	2017	0.23769	0.3923888706911487	2	9	9	1	6	2	2	2	2	7	9	9	7	3	1	5	44	4	1	1	2	2	4	4	3	7	5	5	2	2	4	2	4	1	4	4	1	1	3	2	7	1	2	2	1	2	2	1	8	5	5	4	8	3	6	6	1	5	9	3	5	5	1	5	7	9	4	5	98	6	5	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	746	51	1	10	29	2017	0.4405	0.46715485821473246	2	9	9	2	4	2	2	1	1	1	1	2	17	3	1	5	44	1	4	3	3	2	4	5	2	5	5	4	3	3	3	2	3	2	3	3	1	3	4	3	2	1	2	2	1	2	1	1	2	5	5	5	7	3	3	6	3	5	8	3	3	6	3	4	6	9	2	6	4	6	2	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	747	51	1	10	29	2017	0.40789	0.432571612070845	2	9	9	3	6	1	2	1	2	7	9	9	77	5	1	5	44	1	2	2	3	2	4	3	3	3	3	3	2	2	2	3	2	2	3	3	1	3	3	4	3	5	99	3	1	2	2	1	4	5	5	4	7	5	1	3	2	4	7	5	1	5	3	3	6	7	1	4	2	6	1	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	748	13	1	10	28	2017	1.9005	2.0155001317527788	1	1	2	9	3	1	2	4	2	1	2	2	17	1	1	5	44	1	3	3	3	3	4	2	4	3	4	1	2	2	2	4	2	1	2	2	1	1	1	2	4	1	3	2	1	3	2	1	1	5	5	3	6	8	1	5	1	3	5	8	2	4	1	2	7	7	1	4	2	6	5	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	749	37	1	11	12	2017	0.8204	0.8700427824730227	2	9	9	2	3	2	3	1	2	1	1	1	20	3	1	5	44	1	4	2	2	2	4	4	2	4	3	3	4	2	3	2	4	2	3	3	1	2	2	3	3	1	2	2	1	2	1	1	2	5	5	6	8	5	4	6	5	6	8	4	3	4	3	4	7	9	2	6	3	6	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	750	52	2	10	28	2017	0.5208	0.5523138482593251	2	9	9	1	5	2	2	1	2	1	1	2	77	5	1	5	44	1	6	3	3	2	4	3	3	3	4	3	2	2	4	4	2	1	2	2	1	2	2	5	4	5	99	3	1	2	2	1	2	4	4	3	6	6	1	3	1	2	6	5	2	3	1	3	5	7	1	4	1	6	4	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	751	211	2	11	12	2017	1.30729	1.3863947209887348	1	1	2	9	5	2	2	1	2	1	1	2	13	2	1	5	44	1	4	3	3	2	4	3	4	3	4	2	3	1	3	3	2	2	2	2	1	2	2	2	4	1	3	3	1	3	2	5	99	4	4	3	5	7	1	3	3	4	6	7	2	3	2	3	5	7	1	4	3	6	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	752	19	2	11	28	2017	0.45414	0.4816202209072386	1	2	1	9	4	2	2	7	1	1	1	3	20	3	1	5	44	1	97	1	1	1	4	5	1	5	1	5	5	3	3	1	5	5	3	4	1	1	4	4	1	1	2	1	1	2	1	1	2	5	5	6	10	4	5	6	3	5	10	4	3	5	4	3	6	8	3	7	5	6	1	1	9	2	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	753	315	1	11	16	2017	0.63428	0.6726605754107615	1	2	2	9	4	1	2	1	2	1	1	3	18	1	1	5	44	1	4	2	2	2	4	2	5	4	2	3	2	1	1	5	2	1	4	3	1	1	1	2	3	1	2	2	1	3	2	1	2	5	5	2	7	8	2	2	8	2	6	8	0	2	5	4	7	9	1	4	1	6	5	5	1	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	754	399	2	11	15	2017	0.91581	0.9712260855882728	2	9	9	1	5	2	2	3	2	1	4	2	12	1	1	5	44	1	1	2	2	2	4	2	3	3	2	2	3	2	2	3	3	2	3	3	1	2	2	2	3	1	5	2	1	5	2	1	8	4	5	3	7	5	2	9	1	2	8	7	1	9	0	7	7	7	2	6	0	6	2	1	9	5	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	755	211	2	11	26	2017	0.92967	0.9859247605822709	2	9	9	3	7	2	1	2	2	7	9	9	4	5	1	5	44	1	1	4	4	3	4	2	4	3	3	3	2	1	2	4	2	2	3	3	1	2	2	5	3	5	99	3	1	2	2	1	2	5	5	3	7	5	1	2	1	3	7	5	96	2	1	3	5	7	1	97	97	6	1	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	756	13	1	11	3	2017	1.77614	1.8836150507821	1	1	2	9	6	1	2	1	2	7	9	9	16	4	1	5	44	1	3	1	2	2	4	3	3	4	4	2	2	2	2	3	3	2	3	3	1	1	2	1	4	5	99	4	1	3	2	1	2	5	3	2	5	8	1	4	2	1	4	7	2	3	2	1	6	7	1	4	2	6	4	5	1	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	757	11	1	10	27	2017	0.80446	0.8531382457194634	1	2	2	9	4	1	2	1	2	1	4	2	6	1	1	5	44	1	2	2	1	2	4	4	4	4	1	3	3	2	2	3	3	2	3	3	1	1	2	1	2	1	2	2	1	2	2	1	3	4	4	1	5	8	0	5	1	3	7	9	1	5	1	2	6	9	1	5	1	6	4	5	1	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	758	19	2	11	29	2017	0.66684	0.7071907960315827	2	9	9	1	7	2	2	1	2	7	9	9	77	3	2	1	44	2	2	1	1	1	4	4	1	5	1	1	3	2	1	1	3	4	2	3	1	1	4	1	1	1	2	2	1	2	1	1	2	4	5	3	8	2	4	4	5	2	9	3	2	5	5	3	7	9	1	7	5	6	1	1	9	2	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	759	315	1	11	2	2017	0.92947	0.9857126584900053	1	2	2	9	5	1	2	1	2	1	2	2	19	3	1	5	44	1	4	2	3	1	4	1	4	1	1	1	1	1	1	4	1	1	3	4	1	1	3	1	3	5	99	3	1	2	2	1	2	5	5	4	8	7	2	2	2	2	10	8	2	2	2	5	8	5	5	5	5	6	1	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	760	315	1	10	27	2017	1.27528	1.3524477811216435	2	9	9	1	3	2	2	1	2	1	4	2	17	2	1	1	44	1	4	4	4	1	4	2	5	1	5	5	1	1	1	3	1	2	2	2	1	1	1	3	3	1	2	4	1	2	2	1	3	5	4	2	7	7	0	4	96	4	9	6	2	6	96	3	7	8	3	5	96	6	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	761	211	2	11	13	2017	0.66013	0.7000747708360757	1	2	1	9	4	2	2	1	1	1	1	2	17	3	1	5	44	1	4	3	3	3	4	2	4	3	2	3	2	1	3	3	3	3	2	3	1	2	3	4	3	5	99	2	1	2	1	5	99	3	3	4	7	5	3	3	2	5	8	5	2	5	2	3	6	8	1	5	2	6	1	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	762	19	2	11	29	2017	0.32343	0.3923888706911487	1	2	1	9	4	1	3	1	2	1	1	2	77	3	1	5	44	4	2	1	1	1	4	5	2	5	1	1	5	3	3	1	4	5	4	4	1	1	4	3	1	1	2	1	1	2	1	1	8	5	5	3	10	4	3	6	2	3	10	6	2	7	2	2	7	8	1	6	2	6	1	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	763	315	1	11	4	2017	2.13248	2.261517348571516	2	9	9	2	4	2	2	1	2	8	9	9	16	3	2	1	996	2	5	4	4	4	4	1	5	8	7	1	1	1	1	5	2	1	4	3	1	1	3	3	4	1	2	8	1	2	2	1	3	5	5	3	8	8	3	5	8	2	7	8	4	4	8	3	8	9	1	5	1	6	1	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	764	19	2	11	8	2017	0.21978	0.3923888706911487	2	9	9	1	6	2	2	1	2	3	4	2	77	4	2	1	44	4	2	2	3	1	4	3	3	5	1	1	8	2	1	2	3	2	4	3	1	1	8	2	8	1	2	2	1	2	2	1	6	5	5	5	8	4	6	3	2	4	9	1	2	2	2	2	7	9	1	7	4	6	1	1	9	2	8
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	765	13	1	11	22	2017	1.40739	1.49255181816761	2	9	9	1	4	1	2	1	2	1	1	2	16	1	1	5	44	1	3	3	3	3	4	2	4	2	3	2	2	1	1	3	3	2	2	3	1	1	2	1	3	5	99	3	1	3	2	5	99	4	3	5	7	7	4	6	5	6	5	7	2	5	5	4	5	7	2	6	4	6	2	5	5	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	766	19	2	11	13	2017	0.43001	0.4560301034754078	1	2	2	9	5	2	2	1	2	7	9	9	77	5	1	5	44	1	2	2	2	2	4	3	2	5	2	2	4	1	8	1	1	2	4	8	1	1	8	1	2	1	2	2	1	2	2	1	2	5	5	3	9	7	2	7	1	3	10	7	2	6	2	3	7	7	1	6	2	6	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	767	19	2	11	19	2017	0.67282	0.7135326485903207	1	2	2	9	5	1	2	1	2	1	1	3	11	3	1	5	44	1	5	2	2	1	4	3	1	5	1	3	4	1	2	1	1	4	3	4	1	1	3	4	2	1	2	2	1	2	1	1	2	5	4	4	10	5	4	5	2	2	10	5	1	6	2	3	7	9	1	7	5	6	1	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	768	19	2	11	20	2017	0.47326	0.501897180927819	1	2	1	9	3	1	3	1	2	1	1	2	20	3	1	5	44	4	4	1	1	1	4	3	2	5	1	4	4	1	1	2	5	5	4	8	2	1	8	4	1	1	2	1	1	2	1	1	2	3	3	4	10	3	1	6	1	3	10	4	1	7	1	2	5	7	1	6	3	6	1	1	9	2	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	769	19	2	11	21	2017	1.60898	1.7063401220666066	2	9	9	2	6	1	2	1	2	4	4	2	77	3	1	5	44	1	6	1	1	1	4	5	1	5	1	4	5	1	1	1	4	5	4	4	1	1	3	3	2	1	2	1	1	2	1	1	2	5	5	3	10	4	0	7	1	3	10	4	0	9	1	3	7	10	1	6	3	6	1	1	9	2	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	770	19	2	11	22	2017	0.3625	0.3923888706911487	2	9	9	1	3	1	2	1	1	1	1	2	12	1	1	1	44	4	2	1	1	1	4	2	4	1	2	3	4	4	4	3	5	4	1	1	3	2	2	3	4	5	99	2	1	5	1	1	4	5	5	6	8	0	4	8	4	8	7	0	6	8	3	5	7	10	3	5	1	6	4	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	771	63	2	11	27	2017	1.18808	1.2599712688938918	1	2	1	9	6	2	1	1	2	7	9	9	17	2	1	5	44	1	2	1	1	2	4	3	2	4	1	3	3	1	2	4	4	1	4	3	1	1	2	1	3	1	3	2	1	3	1	1	4	4	4	2	10	8	0	5	5	8	10	8	2	5	8	3	7	10	0	4	5	7	2	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	772	377	1	11	24	2017	0.59345	0.6293599332747627	2	9	9	1	7	2	3	2	2	8	9	9	9	2	1	5	44	3	1	2	2	2	4	3	3	4	2	4	5	1	4	2	4	4	3	2	1	2	2	3	8	1	2	2	1	2	2	1	8	5	4	4	6	4	2	6	1	4	7	5	5	6	3	4	7	8	1	5	1	7	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	773	399	2	11	3	2017	0.98683	1.0465435385517468	2	9	9	2	7	1	3	1	1	7	9	9	18	3	1	5	44	1	2	1	1	1	4	4	2	4	3	3	4	2	2	3	4	2	3	3	1	3	3	3	3	1	2	2	1	2	1	1	2	4	5	1	10	5	1	6	0	0	10	5	0	7	0	2	5	8	1	7	0	7	1	1	9	2	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	774	9	2	10	31	2017	0.79645	0.8446435569242308	1	2	2	9	6	1	2	1	2	7	9	9	7	1	1	5	44	4	2	3	3	3	4	3	4	3	4	3	3	2	3	3	2	2	2	3	1	3	3	4	3	5	99	3	1	3	1	5	99	4	4	3	4	7	2	3	3	5	6	6	2	4	3	4	5	7	1	5	3	7	1	5	1	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	775	211	2	11	11	2017	0.61206	0.6490960329600662	2	9	9	1	6	2	2	1	2	7	9	9	77	4	1	5	44	1	2	3	3	2	4	4	4	3	3	2	2	2	2	3	2	2	2	2	1	2	2	4	3	1	3	3	1	3	2	1	3	5	5	4	4	7	2	3	2	4	4	7	1	3	2	3	5	7	1	4	2	7	1	1	9	3	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	776	211	2	11	11	2017	1.6367	1.735737472054603	2	9	9	1	4	1	2	1	2	1	1	2	14	3	1	5	44	1	4	3	3	2	4	5	2	3	4	3	2	2	2	4	2	2	2	3	1	1	3	3	3	1	3	3	1	3	2	1	3	5	5	6	6	8	1	4	1	6	6	7	2	4	2	4	6	7	1	4	3	7	1	5	1	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	777	211	2	11	21	2017	1.71966	1.8237174199263262	1	2	1	9	4	1	2	1	2	1	2	3	12	3	1	5	44	1	4	3	3	2	4	2	4	2	2	1	3	1	2	3	2	2	2	2	1	1	3	5	4	1	3	3	1	3	2	1	1	5	5	5	3	8	1	2	0	5	5	7	1	2	1	3	6	7	1	5	2	7	1	1	9	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	778	315	1	10	21	2017	0.63276	0.671048599509544	2	9	9	1	4	1	3	1	2	1	4	2	20	3	1	5	44	1	5	2	2	1	4	1	4	1	4	3	4	1	1	4	1	1	4	4	1	1	3	4	4	1	2	2	1	2	2	1	3	5	5	0	7	6	0	3	7	0	7	7	0	5	7	3	7	9	2	5	4	7	1	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	779	9	2	11	1	2017	1.26487	1.3414078672192251	1	1	2	9	4	2	2	1	1	2	1	2	14	1	1	5	44	4	4	2	2	2	4	3	4	2	3	2	2	1	2	4	1	1	2	2	1	2	2	4	4	1	3	4	1	3	2	1	3	5	5	3	4	8	1	2	2	3	4	7	1	3	2	2	5	7	1	3	2	7	1	1	9	3	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	780	211	2	11	22	2017	1.24482	1.32014463246961	2	9	9	1	4	1	2	1	2	1	3	2	77	4	1	5	44	1	6	3	3	2	4	4	3	3	3	2	2	1	3	2	2	3	2	2	1	2	3	5	3	1	3	3	1	3	2	1	2	5	5	3	5	7	1	4	1	3	7	7	3	3	2	3	4	7	2	3	2	7	1	5	1	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	781	211	2	11	11	2017	1.18476	1.2564503741622848	1	1	2	9	4	1	2	1	2	1	3	2	77	5	1	5	44	1	5	3	3	1	4	3	4	2	4	2	2	2	2	3	2	1	2	2	1	2	2	4	4	1	3	2	1	3	1	1	2	5	5	3	6	8	1	3	2	3	7	7	2	3	2	3	6	7	1	4	2	7	1	5	1	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	782	377	1	11	28	2017	0.7072	0.7499929982507578	2	9	9	2	3	2	2	1	1	1	1	3	16	1	1	1	44	3	3	2	2	2	4	3	4	2	3	2	2	2	1	4	2	3	3	3	1	2	2	2	3	1	2	3	1	2	2	5	99	3	4	2	8	7	2	3	2	4	9	7	1	3	1	5	8	9	4	5	3	7	2	5	1	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	783	37	1	11	12	2017	1.36581	1.4484557931856157	2	9	9	1	7	2	1	1	2	7	9	9	11	5	1	5	44	1	2	1	1	1	4	4	3	4	1	1	5	1	1	4	5	5	1	1	1	1	1	1	4	88	99	2	1	3	2	1	2	5	5	0	5	9	0	4	1	1	5	9	0	4	1	3	6	8	1	4	5	7	1	8	9	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	784	315	1	10	29	2017	0.713	0.7561439589264568	2	9	9	1	6	2	2	2	2	7	9	9	8	1	1	5	44	1	1	3	3	1	4	4	4	1	2	3	4	1	1	4	2	1	4	4	1	1	4	4	4	5	99	8	1	2	2	1	2	7	7	1	9	2	0	5	1	0	8	0	0	4	3	3	6	10	0	6	3	7	1	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	785	315	1	10	29	2017	0.91719	0.9726895900249044	2	9	9	1	4	1	3	1	1	1	1	1	19	5	1	5	44	1	4	1	1	1	4	2	2	3	2	5	2	1	1	3	1	1	4	4	1	3	4	4	4	1	2	2	1	2	1	1	2	5	5	1	8	6	2	5	6	1	9	5	1	5	7	4	7	9	1	5	3	7	2	1	9	2	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	786	377	1	11	29	2017	0.82594	0.8759180104287767	2	9	9	1	7	1	3	1	2	7	9	9	20	2	1	5	44	3	2	1	1	1	4	4	2	5	2	3	4	1	1	4	2	1	4	3	1	1	3	4	3	1	3	2	1	3	1	1	3	5	5	4	7	10	2	5	2	6	7	10	1	5	3	3	5	5	2	5	1	7	2	1	9	3	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	787	315	1	11	15	2017	0.21291	0.3923888706911487	1	2	2	9	4	1	2	3	2	1	4	2	77	1	1	5	44	4	1	2	2	1	4	4	5	2	5	1	4	2	2	4	1	1	4	4	1	1	2	1	3	5	99	1	1	2	2	1	3	5	5	5	7	5	0	6	5	4	7	7	4	4	3	3	7	7	3	4	3	7	4	7	9	99	9
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	788	61	1	11	28	2017	0.5748	0.6095814131710061	2	9	9	2	7	1	2	1	2	7	9	9	16	5	1	5	44	1	2	2	2	1	4	4	3	4	2	3	4	2	3	3	3	3	3	3	1	2	3	2	3	1	2	2	1	2	1	1	2	4	4	5	8	3	7	5	7	6	9	4	2	7	6	3	8	10	8	6	3	7	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	789	315	1	10	24	2017	0.91603	0.9714593978897647	1	2	1	9	5	1	3	1	2	1	4	3	20	3	1	5	44	3	6	1	2	1	4	2	2	1	2	4	4	1	1	2	2	3	4	4	1	2	8	4	3	1	2	3	1	3	2	1	3	5	5	3	6	8	5	3	98	2	7	5	6	7	2	4	6	8	4	5	98	7	2	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	790	211	2	11	22	2017	1.90075	2.0157652593681106	2	9	9	1	4	1	2	1	1	1	1	2	12	4	1	5	44	1	4	3	3	2	4	3	3	4	2	2	4	2	2	3	2	2	2	2	1	2	2	4	4	5	99	3	1	3	2	1	2	5	5	3	5	7	1	3	1	3	5	6	2	4	1	3	5	7	1	4	1	7	1	5	1	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	791	11	1	10	28	2017	0.60782	0.6445994686040379	2	9	9	1	6	1	2	4	1	7	9	9	7	1	1	5	44	4	1	2	2	2	4	5	3	1	1	1	1	1	2	3	2	1	3	2	1	1	1	1	3	1	3	4	1	3	2	1	3	5	5	2	7	10	0	3	7	3	7	9	1	4	7	8	6	9	2	5	4	7	4	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	792	62	1	11	30	2017	1.01875	1.0803950324773184	2	9	9	1	7	1	2	1	2	7	9	9	16	1	1	5	44	2	2	2	1	1	4	1	5	1	2	1	1	1	1	5	2	1	4	2	1	2	1	3	4	1	2	3	1	2	2	1	3	4	5	3	9	7	0	4	0	1	9	5	1	4	1	2	6	9	1	5	1	7	5	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	793	11	1	10	28	2017	0.35002	0.3923888706911487	1	2	2	9	5	1	2	1	2	1	4	2	12	2	1	5	44	2	2	1	1	2	4	3	2	4	2	2	4	1	1	3	4	4	3	3	1	2	2	1	3	1	2	3	1	2	2	1	2	4	4	0	10	2	5	4	3	2	10	0	96	5	3	8	7	9	4	5	4	7	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	794	19	2	11	5	2017	0.71294	0.7560803282987772	1	1	1	9	4	1	3	1	1	1	1	1	77	7	1	1	44	4	4	2	1	2	4	5	2	5	4	4	4	2	8	1	3	2	4	4	2	2	3	3	1	1	2	1	1	2	1	1	8	5	5	4	8	6	1	9	0	2	10	7	0	9	0	1	7	9	0	7	98	7	1	1	9	5	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	795	315	1	11	22	2017	0.38172	0.40481805329790616	1	1	2	9	6	1	2	1	2	2	4	2	20	1	2	1	44	1	2	1	1	1	4	2	5	4	1	4	1	1	1	2	2	1	4	4	1	1	2	5	4	5	99	2	1	6	2	1	3	5	5	4	8	5	1	5	9	2	7	4	1	4	7	4	7	9	2	4	5	7	5	5	1	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	796	19	2	11	6	2017	0.94686	1.0041549354124895	2	9	9	1	4	1	2	1	2	1	1	2	20	3	2	1	44	2	4	2	2	2	4	3	3	4	2	3	4	2	3	3	4	2	4	4	1	2	2	4	4	1	2	3	1	2	2	1	8	5	5	2	7	2	2	6	2	2	9	2	2	8	2	2	7	7	1	6	3	7	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	797	13	1	11	20	2017	0.38878	0.4123052571548778	2	9	9	1	6	2	2	1	2	7	9	9	17	3	1	5	44	3	2	2	3	3	4	4	2	5	2	3	4	1	1	4	1	1	1	2	1	1	3	3	3	1	3	3	1	3	2	1	4	5	5	2	7	9	1	4	3	2	7	9	2	6	3	2	7	7	1	5	4	7	4	1	9	3	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	798	315	1	11	23	2017	0.76661	0.8129979247582203	1	2	2	9	5	1	2	1	1	1	1	3	77	3	1	5	44	1	2	2	2	1	4	4	2	5	5	4	4	4	3	2	4	4	4	4	4	4	2	2	2	1	1	2	1	1	2	6	99	5	5	8	2	0	4	3	3	0	9	0	7	8	1	6	3	3	3	2	4	7	4	1	9	1	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	799	19	2	11	11	2017	0.67628	0.7172020147865137	1	2	2	9	4	1	2	1	2	1	8	3	14	2	1	5	44	2	3	1	1	2	4	7	3	4	1	1	2	1	1	3	2	2	4	4	1	1	8	2	2	1	2	2	1	2	1	1	2	5	5	5	10	8	2	7	2	3	10	8	2	7	2	2	7	9	1	8	3	7	2	1	9	2	2
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	800	19	2	11	12	2017	0.33069	0.3923888706911487	1	1	1	9	4	2	2	1	2	1	3	2	88	3	1	5	44	1	5	1	1	2	4	4	2	5	2	2	3	2	2	2	3	2	4	4	1	1	2	1	8	1	2	3	1	2	1	1	5	5	5	2	9	3	4	1	7	2	8	1	3	1	7	1	7	9	2	7	3	7	2	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	801	19	2	11	21	2017	0.54005	0.572728674639878	1	2	1	9	2	1	3	1	2	1	1	2	77	3	1	1	44	3	4	2	1	1	4	3	2	5	1	5	4	2	3	1	3	1	4	4	2	1	8	3	2	1	2	1	1	2	1	1	2	5	5	4	10	2	3	8	3	3	10	1	2	9	3	3	7	10	3	9	4	7	1	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	802	19	2	11	22	2017	1.46772	1.556532414299494	1	2	2	9	2	1	2	4	2	1	2	2	9	2	1	5	44	1	3	3	3	3	4	5	3	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	3	5	99	8	1	3	2	1	1	3	3	7	5	9	1	3	97	5	4	9	1	3	1	2	98	7	1	98	98	7	2	5	1	3	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	803	377	1	11	24	2017	0.79155	0.8394470556637263	1	2	2	9	5	2	2	2	2	8	9	9	5	1	1	5	44	3	1	2	1	2	4	3	3	3	2	3	3	1	2	4	2	1	2	2	1	1	2	2	3	1	3	3	1	3	2	1	3	4	5	3	7	10	2	5	3	4	8	10	1	4	2	4	7	9	2	5	1	8	1	1	9	3	1
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	804	377	1	11	28	2017	0.2851	0.3923888706911487	2	9	9	2	3	1	2	3	2	1	4	2	88	1	1	5	44	4	1	1	1	1	4	4	3	4	2	4	4	2	3	3	4	3	3	3	1	1	3	3	3	1	2	2	1	2	2	1	1	5	5	6	9	7	3	5	3	6	10	7	2	4	3	6	8	9	2	4	1	8	1	1	9	2	3
"1.1 (2019-09-12)"	"doi:10.11587/W193UZ"	805	377	1	11	29	2017	0.38787	0.4113401926350698	2	9	9	2	3	1	2	4	2	1	1	2	9	3	1	5	44	1	1	1	1	1	4	4	2	4	2	4	5	2	3	3	2	1	2	3	1	1	3	2	3	1	2	2	1	2	1	1	2	5	5	3	9	7	2	4	2	3	9	7	1	5	2	3	8	8	3	4	2	8	1	1	9	2	2
